Serie,dateprel,geno,bac,trait,ST,idepi,niveau,idepillet,dateflo,grain,pfmg,psmg,volmm3,qteaumg,teneaupct,temp,daa,msumtpgr
4,17/05/2016,49,7,40,190,890,2,12,07/05/2016,1,37.391,9.929,45.80933396,27.462,73.44548153,19,10,197.1
4,17/05/2016,49,7,40,190,890,2,12,07/05/2016,2,32.001,,40.61044386,,,19,10,197.1
4,23/06/2016,49,7,40,900,891,2,11,08/05/2016,1,48.769,42.392,50.05265111,6.377,13.07592938,19,46,901.4
4,23/06/2016,49,7,40,900,891,2,11,08/05/2016,2,45.169,,50.25322676,,,19,46,901.4
4,23/06/2016,49,7,40,900,891,2,12,08/05/2016,1,55.294,47.47,54.49038741,7.824,14.14981734,19,46,901.4
4,23/06/2016,49,7,40,900,891,2,12,08/05/2016,2,50.658,,52.5488151,,,19,46,901.4
4,25/05/2016,49,7,40,266,892,2,11,11/05/2016,1,48.193,15.015,56.24098269,33.178,68.84402299,19,14,274.3
4,25/05/2016,49,7,40,266,892,2,11,11/05/2016,2,48.386,,57.03550818,,,19,14,274.3
4,25/05/2016,49,7,40,266,892,2,12,11/05/2016,1,52.504,16.632,59.75873678,35.872,68.32241353,19,14,274.3
4,25/05/2016,49,7,40,266,892,2,12,11/05/2016,2,47.473,,57.42325265,,,19,14,274.3
4,12/05/2016,49,7,40,19,893,2,12,11/05/2016,1,5.204,0.936,13.46986214,4.268,82.01383551,19,1,20.3
4,12/05/2016,49,7,40,19,893,2,12,11/05/2016,2,2.918,,11.78061879,,,19,1,20.3
4,12/05/2016,49,7,40,19,893,2,13,11/05/2016,1,4.536,0.824,14.10307791,3.712,81.83421517,19,1,20.3
4,12/05/2016,49,7,40,19,893,2,13,11/05/2016,2,3.08,,10.94100673,,,19,1,20.3
1,14/01/2016,49,1,10,0,127,2,10,14/01/2016,1,1.711,0.317,6.062640269,1.394,81.47282291,19,0,0
1,14/01/2016,49,1,10,0,51,2,11,14/01/2016,2,1.703,,6.455394357,,,19,0,0
4,11/05/2016,49,8,41,0,970,2,13,11/05/2016,2,1.7,,11.56474856,,,24,0,0
4,11/05/2016,49,8,41,0,939,2,13,11/05/2016,2,1.691,,10.55358467,,,24,0,0
4,10/06/2016,49,7,40,800,895,2,12,30/04/2016,2,67.005,,66.01796707,,,19,41,800.7
4,10/06/2016,49,7,40,800,895,2,13,30/04/2016,1,60.581,32.357,62.18392188,28.224,46.5888645,19,41,800.7
4,10/06/2016,49,7,40,800,895,2,13,30/04/2016,2,49.927,,52.20377389,,,19,41,800.7
4,13/05/2016,49,8,41,120,897,2,12,07/05/2016,1,6.182,1.315,14.34955114,4.867,78.72856681,24,6,123.4
4,13/05/2016,49,8,41,120,897,2,12,07/05/2016,2,7.107,,15.17613819,,,24,6,123.4
4,13/05/2016,49,8,41,120,897,2,13,07/05/2016,1,4.754,1.064,13.41976595,3.69,77.61884729,24,6,123.4
4,13/05/2016,49,8,41,120,897,2,13,07/05/2016,2,6.1,,14.66816287,,,24,6,123.4
5,27/06/2016,49,9,51,0,1088,2,13,27/06/2016,2,1.691,,14.57282401,,,15,0,0
5,28/06/2016,49,10,50,0,1255,2,13,28/06/2016,2,1.683,,14.96595228,,,19,0,0
1,14/01/2016,49,1,10,0,51,2,10,14/01/2016,2,1.675,,6.327148124,,,19,0,0
3,25/03/2016,49,6,31,0,728,2,12,25/03/2016,1,1.674,0.347,8.730763065,1.327,79.27120669,29,0,0
4,20/05/2016,49,8,41,240,899,2,12,09/05/2016,1,47.37,15.752,51.09737651,31.618,66.74688622,24,11,248.9
4,20/05/2016,49,8,41,240,899,2,12,09/05/2016,2,46.698,,51.92679482,,,24,11,248.9
4,20/05/2016,49,8,41,240,899,2,13,09/05/2016,1,47.297,16.538,52.22630699,30.759,65.03372307,24,11,248.9
4,20/05/2016,49,8,41,240,899,2,13,09/05/2016,2,37.353,,43.76784301,,,24,11,248.9
4,20/05/2016,49,8,41,240,900,2,12,09/05/2016,1,48.058,16.124,53.18895311,31.934,66.44887428,24,11,248.9
4,20/05/2016,49,8,41,240,900,2,12,09/05/2016,2,40.511,,47.13159503,,,24,11,248.9
4,20/05/2016,49,8,41,240,900,2,13,09/05/2016,1,45.39,16.138,50.21586914,29.252,64.4459132,24,11,248.9
4,20/05/2016,49,8,41,240,900,2,13,09/05/2016,2,35.945,,40.95503311,,,24,11,248.9
4,17/05/2016,49,8,41,216,903,2,11,06/05/2016,1,38.481,9.779,47.30188623,28.702,74.58745875,24,11,220.3
4,17/05/2016,49,8,41,216,903,2,11,06/05/2016,2,33.753,,41.0632181,,,24,11,220.3
4,17/05/2016,49,8,41,216,903,2,12,06/05/2016,1,41.539,10.848,49.36341143,30.691,73.88478298,24,11,220.3
4,17/05/2016,49,8,41,216,903,2,12,06/05/2016,2,31.875,,38.38063088,,,24,11,220.3
4,08/06/2016,49,8,41,700,905,2,11,10/05/2016,1,23.58,20.774,28.18708526,2.806,11.89991518,24,29,698.2
4,08/06/2016,49,8,41,700,905,2,11,10/05/2016,2,21.294,,25.99587017,,,24,29,698.2
4,08/06/2016,49,8,41,700,905,2,12,10/05/2016,1,23.616,20.764,30.32818107,2.852,12.07655827,24,29,698.2
4,08/06/2016,49,8,41,700,905,2,12,10/05/2016,2,19.481,,26.08307773,,,24,29,698.2
4,09/06/2016,49,8,41,700,906,2,12,11/05/2016,1,14.44,12.417,26.04824641,2.023,14.00969529,24,29,704.8
4,09/06/2016,49,8,41,700,906,2,12,11/05/2016,2,10.556,,22.25430628,,,24,29,704.8
4,09/06/2016,49,8,41,700,906,2,13,11/05/2016,1,12.824,10.998,24.72878943,1.826,14.23892701,24,29,704.8
4,09/06/2016,49,8,41,700,906,2,13,11/05/2016,2,12.459,,24.36283062,,,24,29,704.8
4,26/05/2016,49,8,41,408,907,2,11,08/05/2016,1,52.382,23.402,55.42842257,28.98,55.32434806,24,18,420.5
4,26/05/2016,49,8,41,408,907,2,11,08/05/2016,2,48.852,,53.49470984,,,24,18,420.5
4,26/05/2016,49,8,41,408,907,2,12,08/05/2016,1,49.827,20.698,55.17293203,29.129,58.46027254,24,18,420.5
4,26/05/2016,49,8,41,408,907,2,12,08/05/2016,2,46.35,,50.28655018,,,24,18,420.5
4,20/05/2016,49,8,41,312,908,2,11,06/05/2016,1,46.441,15.947,50.86798425,30.494,65.66180746,24,14,311
4,20/05/2016,49,8,41,312,908,2,11,06/05/2016,2,41.041,,47.56233159,,,24,14,311
4,20/05/2016,49,8,41,312,908,2,12,06/05/2016,1,42.787,13.868,47.90892426,28.919,67.58828616,24,14,311
4,20/05/2016,49,8,41,312,908,2,12,06/05/2016,2,38.779,,45.39662823,,,24,14,311
4,18/05/2016,49,8,41,240,912,2,12,07/05/2016,1,34.47,10.661,41.48093239,23.809,69.07165651,24,11,247.2
4,18/05/2016,49,8,41,240,912,2,12,07/05/2016,2,36.945,,34.94475553,,,24,11,247.2
4,18/05/2016,49,8,41,240,912,2,13,07/05/2016,1,43.483,12.625,49.4074868,30.858,70.96566474,24,11,247.2
4,18/05/2016,49,8,41,240,912,2,13,07/05/2016,2,38.701,,46.52055014,,,24,11,247.2
4,27/05/2016,49,8,41,500,914,2,12,06/05/2016,1,60.535,27.798,60.90533742,32.737,54.07945817,24,21,491.4
4,27/05/2016,49,8,41,500,914,2,12,06/05/2016,2,58.981,,61.75315175,,,24,21,491.4
4,27/05/2016,49,8,41,500,914,2,13,06/05/2016,1,59.88,27.603,60.44936163,32.277,53.90280561,24,21,491.4
4,27/05/2016,49,8,41,500,914,2,13,06/05/2016,2,58.07,,61.04062694,,,24,21,491.4
4,21/06/2016,49,8,41,900,919,2,12,15/05/2016,1,48.751,41.259,47.39241978,7.492,15.36788989,24,37,888.6
4,21/06/2016,49,8,41,900,919,2,12,15/05/2016,2,44.759,,45.49636222,,,24,37,888.6
4,21/06/2016,49,8,41,900,919,2,13,15/05/2016,1,48.685,43.379,47.12584932,5.306,10.89863408,24,37,888.6
4,21/06/2016,49,8,41,900,919,2,13,15/05/2016,2,44.754,,43.68749123,,,24,37,888.6
4,21/06/2016,49,8,41,900,921,2,12,15/05/2016,1,31.714,28.196,32.02252821,3.518,11.09289273,24,37,888.6
4,21/06/2016,49,8,41,900,921,2,12,15/05/2016,2,27.223,,28.62425591,,,24,37,888.6
4,21/06/2016,49,8,41,900,921,2,13,15/05/2016,1,34.413,30.664,34.1260297,3.749,10.89413884,24,37,888.6
4,21/06/2016,49,8,41,900,921,2,13,15/05/2016,2,34.673,,37.99430782,,,24,37,888.6
4,24/05/2016,49,8,41,192,923,2,15,14/05/2016,1,46.738,11.877,53.26909014,34.861,74.58812957,24,10,224.7
4,24/05/2016,49,8,41,192,923,2,15,14/05/2016,2,34.56,,40.66954492,,,24,10,224.7
4,24/05/2016,49,8,41,192,923,2,16,14/05/2016,1,36.851,9.335,44.06635346,27.516,74.66825866,24,10,224.7
4,24/05/2016,49,8,41,192,923,2,16,14/05/2016,2,28.436,,34.83556882,,,24,10,224.7
4,17/05/2016,49,8,41,168,925,2,11,09/05/2016,1,27.205,6.242,36.20691382,20.963,77.05568829,24,8,169.5
4,17/05/2016,49,8,41,168,925,2,11,09/05/2016,2,31.721,,43.03458915,,,24,8,169.5
4,17/05/2016,49,8,41,168,925,2,12,09/05/2016,1,33.368,7.723,44.28372517,25.645,76.85507073,24,8,169.5
4,17/05/2016,49,8,41,168,925,2,12,09/05/2016,2,29.256,,38.96262609,,,24,8,169.5
4,17/05/2016,49,8,41,120,926,2,13,12/05/2016,1,19.671,4.479,21.54784682,15.192,77.23044075,24,5,110.5
4,17/05/2016,49,8,41,120,926,2,13,12/05/2016,2,18.199,,24.1803484,,,24,5,110.5
4,17/05/2016,49,8,41,120,926,2,14,13/05/2016,1,18.508,4.173,26.09261838,14.335,77.4529933,24,4,110.5
4,17/05/2016,49,8,41,120,926,2,14,13/05/2016,2,17.847,,24.82945837,,,24,4,110.5
4,30/05/2016,49,8,41,600,927,2,12,04/05/2016,1,62.127,30.69,63.60311066,31.437,50.60118789,24,26,608.6
4,30/05/2016,49,8,41,600,927,2,12,04/05/2016,2,59.969,,61.24005372,,,24,26,608.6
4,30/05/2016,49,8,41,600,927,2,13,04/05/2016,1,60.083,30.354,61.65494158,29.729,49.47988616,24,26,608.6
4,30/05/2016,49,8,41,600,927,2,13,04/05/2016,2,59.668,,61.23905157,,,24,26,608.6
4,19/05/2016,49,8,41,312,928,2,12,05/05/2016,1,41.708,13.907,52.1481244,27.801,66.65627697,24,14,317.2
4,19/05/2016,49,8,41,312,928,2,12,05/05/2016,2,40.925,,49.05919365,,,24,14,317.2
4,19/05/2016,49,8,41,312,928,2,13,05/05/2016,1,46.703,16.8,56.15080955,29.903,64.02800677,24,14,317.2
4,19/05/2016,49,8,41,312,928,2,13,05/05/2016,2,41.392,,49.72747676,,,24,14,317.2
4,12/05/2016,49,8,41,168,929,2,11,04/05/2016,1,38.481,8.916,55.32722828,29.565,76.83012396,24,8,169.6
4,12/05/2016,49,8,41,168,929,2,11,04/05/2016,2,34.863,,48.89688201,,,24,8,169.6
4,12/05/2016,49,8,41,168,929,2,12,04/05/2016,1,39.227,9.092,46.85696537,30.135,76.82208683,24,8,169.6
4,12/05/2016,49,8,41,168,929,2,12,04/05/2016,2,33.94,,48.57326066,,,24,8,169.6
4,27/05/2016,49,8,41,500,930,2,11,06/05/2016,2,29.048,,36.46603732,,,24,21,491.4
4,27/05/2016,49,8,41,500,930,2,12,06/05/2016,2,28.291,,35.30655603,,,24,21,491.4
4,19/05/2016,49,8,41,312,932,2,12,05/05/2016,1,42.011,14.5,47.34189644,27.511,65.48523006,24,14,317.2
4,19/05/2016,49,8,41,312,932,2,12,05/05/2016,2,39.083,,46.51230362,,,24,14,317.2
4,19/05/2016,49,8,41,312,932,2,13,05/05/2016,1,41.518,14.094,45.64563963,27.424,66.0532781,24,14,317.2
4,19/05/2016,49,8,41,312,932,2,13,05/05/2016,2,39.255,,44.98136422,,,24,14,317.2
4,15/06/2016,49,8,41,800,935,2,11,13/05/2016,1,33.776,30.17,36.19345399,3.606,10.6762198,24,33,792.4
4,15/06/2016,49,8,41,800,935,2,11,13/05/2016,2,27.95,,31.05646083,,,24,33,792.4
4,15/06/2016,49,8,41,800,935,2,12,13/05/2016,1,32.358,28.771,36.67648768,3.587,11.08535756,24,33,792.4
4,15/06/2016,49,8,41,800,935,2,12,13/05/2016,2,31.467,,33.37842984,,,24,33,792.4
4,21/06/2016,49,8,41,900,936,2,12,15/05/2016,1,34.541,31.063,35.85773555,3.478,10.06919313,24,37,892.5
4,21/06/2016,49,8,41,900,936,2,12,15/05/2016,2,30.322,,32.03054537,,,24,37,892.5
4,21/06/2016,49,8,41,900,936,2,13,15/05/2016,1,32.972,29.521,35.28751528,3.451,10.46645639,24,37,892.5
4,21/06/2016,49,8,41,900,936,2,13,15/05/2016,2,29.289,,29.19146975,,,24,37,892.5
1,14/01/2016,49,1,10,0,118,2,9,14/01/2016,2,1.655,,6.707879128,,,19,0,0
3,25/03/2016,49,5,30,0,559,2,12,25/03/2016,1,1.65,0.394,13.11518115,1.256,76.12121212,19,0,0
3,25/03/2016,49,5,30,0,589,2,13,25/03/2016,1,1.649,0.381,11.91187079,1.268,76.89508793,19,0,0
4,10/05/2016,49,7,40,0,860,2,14,10/05/2016,2,1.646,,9.303863418,,,19,0,0
4,02/06/2016,49,8,41,600,941,2,13,07/05/2016,1,61.474,30.93,60.14270539,30.544,49.68604613,24,26,598.7
4,02/06/2016,49,8,41,600,941,2,13,07/05/2016,2,58.273,,56.93484056,,,24,26,598.7
4,02/06/2016,49,8,41,600,941,2,14,07/05/2016,1,51.707,25.813,52.25883391,25.894,50.07832595,24,26,598.7
4,02/06/2016,49,8,41,600,941,2,14,07/05/2016,2,57.122,,57.68544686,,,24,26,598.7
4,08/06/2016,49,8,41,700,944,2,11,10/05/2016,1,17.551,15.166,29.6615946,2.385,13.58896929,24,29,700.7
4,08/06/2016,49,8,41,700,944,2,11,10/05/2016,2,16.392,,31.40674806,,,24,29,700.7
4,08/06/2016,49,8,41,700,944,2,12,10/05/2016,1,18.103,15.662,33.62302279,2.441,13.48395294,24,29,700.7
4,08/06/2016,49,8,41,700,944,2,12,10/05/2016,2,14.969,,26.57224194,,,24,29,700.7
4,24/05/2016,49,8,41,408,945,2,12,04/05/2016,1,54.279,26.825,56.31529916,27.454,50.57941377,24,20,432.5
4,24/05/2016,49,8,41,408,945,2,12,04/05/2016,2,52.369,,53.09980066,,,24,20,432.5
4,24/05/2016,49,8,41,408,945,2,13,04/05/2016,1,58.884,27.88,60.72784461,31.004,52.65267305,24,20,432.5
4,24/05/2016,49,8,41,408,945,2,13,04/05/2016,2,58.868,,60.61164592,,,24,20,432.5
5,28/06/2016,49,10,50,0,1246,2,12,28/06/2016,1,1.636,0.331,12.41162135,1.305,79.76772616,19,0,0
2,18/02/2016,49,4,21,0,408,2,12,18/02/2016,2,1.635,,9.39105871,,,32,0,0
4,11/05/2016,49,8,41,0,967,2,11,11/05/2016,2,1.627,,10.2890185,,,24,0,0
3,25/03/2016,49,6,31,0,728,2,11,25/03/2016,1,1.622,0.36,11.88481885,1.262,77.80517879,29,0,0
4,10/06/2016,49,8,41,700,949,2,11,12/05/2016,1,34.785,30.584,36.92173495,4.201,12.0770447,24,29,701.2
4,10/06/2016,49,8,41,700,949,2,11,12/05/2016,2,34.349,,37.48721651,,,24,29,701.2
4,10/06/2016,49,8,41,700,949,2,12,12/05/2016,1,34.886,30.658,36.92273757,4.228,12.11947486,24,29,701.2
4,10/06/2016,49,8,41,700,949,2,12,12/05/2016,2,26.611,,31.43335539,,,24,29,701.2
4,24/05/2016,49,8,41,192,951,2,12,14/05/2016,1,38.422,13.433,44.23764638,24.989,65.03825933,24,10,224.7
4,24/05/2016,49,8,41,192,951,2,12,14/05/2016,2,35.798,,39.80606838,,,24,10,224.7
4,24/05/2016,49,8,41,192,951,2,13,14/05/2016,1,39.502,13.664,44.11744082,25.838,65.40934636,24,10,224.7
4,24/05/2016,49,8,41,192,951,2,13,14/05/2016,2,31.539,,36.04062948,,,24,10,224.7
4,30/05/2016,49,8,41,600,955,2,12,03/05/2016,1,38.308,29.617,39.13174193,8.691,22.68716717,24,27,604.8
4,30/05/2016,49,8,41,600,955,2,12,03/05/2016,2,35.892,,37.31184735,,,24,27,604.8
4,30/05/2016,49,8,41,600,955,2,13,03/05/2016,1,30.909,21.203,35.42480909,9.706,31.40185706,24,27,604.8
4,17/05/2016,49,8,41,120,956,2,12,14/05/2016,1,13.412,2.942,21.38857446,10.47,78.06441992,24,3,110.5
4,17/05/2016,49,8,41,120,956,2,12,14/05/2016,2,8.075,,13.33780765,,,24,3,110.5
4,17/05/2016,49,8,41,120,956,2,13,15/05/2016,1,12.651,2.681,20.32575705,9.97,78.80799937,24,2,110.5
4,17/05/2016,49,8,41,120,956,2,13,15/05/2016,2,11.201,,16.97001873,,,24,2,110.5
4,18/05/2016,49,8,41,216,957,2,12,08/05/2016,1,39.66,11.811,48.28256318,27.849,70.2193646,24,10,217.4
4,18/05/2016,49,8,41,216,957,2,12,08/05/2016,2,38.102,,40.61144557,,,24,10,217.4
4,18/05/2016,49,8,41,216,957,2,13,08/05/2016,1,43.273,13.284,49.29729838,29.989,69.30187415,24,10,217.4
4,18/05/2016,49,8,41,216,957,2,13,08/05/2016,2,41.345,,45.76325517,,,24,10,217.4
4,08/06/2016,49,8,41,700,958,2,13,10/05/2016,1,31.866,28.045,36.89380726,3.821,11.99083663,24,29,700.7
4,08/06/2016,49,8,41,700,958,2,13,10/05/2016,2,30.278,,32.29486177,,,24,29,700.7
4,08/06/2016,49,8,41,700,958,2,14,10/05/2016,1,29.767,26.27,32.9855055,3.497,11.74790876,24,29,700.7
4,08/06/2016,49,8,41,700,958,2,14,10/05/2016,2,27.331,,32.74894248,,,24,29,700.7
4,12/05/2016,49,8,41,168,959,2,11,04/05/2016,1,37.477,9.255,48.10936999,28.222,75.30485364,24,8,169.6
4,12/05/2016,49,8,41,168,959,2,11,04/05/2016,2,35.049,,48.78266271,,,24,8,169.6
4,12/05/2016,49,8,41,168,959,2,12,04/05/2016,1,38.235,9,43.55863258,29.235,76.4613574,24,8,169.6
4,12/05/2016,49,8,41,168,959,2,12,04/05/2016,2,32.214,,48.34682591,,,24,8,169.6
4,27/05/2016,49,8,41,500,960,2,12,06/05/2016,1,65.393,31.044,65.67354138,34.349,52.52702889,24,21,491.4
4,27/05/2016,49,8,41,500,960,2,12,06/05/2016,2,57.326,,59.89417353,,,24,21,491.4
4,27/05/2016,49,8,41,500,960,2,13,06/05/2016,1,67.261,31.848,68.34726314,35.413,52.65012414,24,21,491.4
4,27/05/2016,49,8,41,500,960,2,13,06/05/2016,2,65.134,,66.31591606,,,24,21,491.4
4,15/06/2016,49,8,41,800,963,2,11,13/05/2016,1,32.847,28.254,34.66117491,4.593,13.98301215,24,33,799.9
4,15/06/2016,49,8,41,800,963,2,11,13/05/2016,2,30.04,,31.64772613,,,24,33,799.9
4,15/06/2016,49,8,41,800,963,2,12,13/05/2016,1,37.058,32.129,37.77884673,4.929,13.30077176,24,33,799.9
4,15/06/2016,49,8,41,800,963,2,12,13/05/2016,2,36.806,,37.92716413,,,24,33,799.9
4,12/05/2016,49,8,41,120,966,2,10,06/05/2016,1,21.776,4.915,32.67874319,16.861,77.42927994,24,6,119.8
4,12/05/2016,49,8,41,120,966,2,10,06/05/2016,2,15.177,,25.36570215,,,24,6,119.8
4,12/05/2016,49,8,41,120,966,2,11,06/05/2016,1,20.981,4.766,33.58548413,16.215,77.28420952,24,6,119.8
4,12/05/2016,49,8,41,120,966,2,11,06/05/2016,2,14.37,,23.95599551,,,24,6,119.8
2,18/02/2016,49,4,21,0,475,2,12,18/02/2016,1,1.607,0.307,9.663524627,1.3,80.89607965,32,0,0
1,14/01/2016,49,1,10,0,30,2,11,14/01/2016,2,1.595,,6.347186598,,,19,0,0
3,25/03/2016,49,5,30,0,599,2,12,25/03/2016,2,1.594,,10.95503367,,,19,0,0
3,25/03/2016,49,6,31,0,643,2,12,25/03/2016,2,1.592,,12.45591536,,,29,0,0
4,17/05/2016,49,8,41,216,969,2,11,07/05/2016,1,32.064,9.351,36.96721394,22.713,70.8364521,24,10,216.2
4,17/05/2016,49,8,41,216,969,2,11,07/05/2016,2,26.812,,31.80638893,,,24,10,216.2
4,17/05/2016,49,8,41,216,969,2,12,07/05/2016,1,29.424,8.9,35.42457603,20.524,69.75258293,24,10,216.2
4,17/05/2016,49,8,41,216,969,2,12,07/05/2016,2,24.024,,27.21053001,,,24,10,216.2
3,25/03/2016,49,6,31,0,646,2,12,25/03/2016,2,1.59,,12.1533344,,,29,0,0
2,18/02/2016,49,4,21,0,398,2,12,18/02/2016,2,1.582,,9.83882439,,,32,0,0
5,28/06/2016,49,10,50,0,1279,2,13,28/06/2016,2,1.569,,14.04932155,,,19,0,0
2,18/02/2016,49,4,21,0,398,2,13,18/02/2016,2,1.551,,8.405373188,,,32,0,0
4,20/05/2016,49,8,41,192,971,2,12,11/05/2016,1,30.431,9.332,33.02747699,21.099,69.33390293,24,9,198.6
4,20/05/2016,49,8,41,192,971,2,12,11/05/2016,2,25.571,,31.6651474,,,24,9,198.6
4,20/05/2016,49,8,41,192,971,2,13,11/05/2016,1,35.437,10.894,38.74325096,24.543,69.25812004,24,9,198.6
4,20/05/2016,49,8,41,192,971,2,13,11/05/2016,2,28.967,,34.86662192,,,24,9,198.6
4,17/05/2016,49,8,41,168,973,2,11,09/05/2016,1,28.544,6.599,34.04221218,21.945,76.88130605,24,8,165.9
4,17/05/2016,49,8,41,168,973,2,11,09/05/2016,2,23.681,,28.77019704,,,24,8,165.9
4,17/05/2016,49,8,41,168,973,2,12,09/05/2016,1,27.471,6.639,34.36977231,20.832,75.8326963,24,8,165.9
4,17/05/2016,49,8,41,168,973,2,12,09/05/2016,2,17.165,,25.04783179,,,24,8,165.9
4,17/05/2016,49,8,41,216,975,2,12,07/05/2016,1,39.342,11.086,48.56504623,28.256,71.82146307,24,10,220.3
4,17/05/2016,49,8,41,216,975,2,12,07/05/2016,2,39.684,,40.89392862,,,24,10,220.3
4,17/05/2016,49,8,41,216,975,2,13,07/05/2016,1,39.724,11.15,48.74735798,28.574,71.93132615,24,10,220.3
4,17/05/2016,49,8,41,216,975,2,13,07/05/2016,2,38.921,,47.64246862,,,24,10,220.3
4,26/05/2016,49,8,41,408,976,2,10,08/05/2016,1,48.872,22.358,51.11013145,26.514,54.25192339,24,18,420.5
4,26/05/2016,49,8,41,408,976,2,10,08/05/2016,2,40.65,,45.07654697,,,24,18,420.5
4,26/05/2016,49,8,41,408,976,2,11,08/05/2016,1,49.883,22.5,52.82442289,27.383,54.89445302,24,18,420.5
4,26/05/2016,49,8,41,408,976,2,11,08/05/2016,2,45.444,,49.67938442,,,24,18,420.5
4,30/05/2016,49,8,41,600,977,2,12,04/05/2016,1,36.65,22.699,39.77511875,13.951,38.06548431,24,26,608.6
4,30/05/2016,49,8,41,600,977,2,12,04/05/2016,2,28.163,,34.37656585,,,24,26,608.6
4,30/05/2016,49,8,41,600,977,2,13,04/05/2016,1,29.904,19.038,37.32387309,10.866,36.33627608,24,26,608.6
4,30/05/2016,49,8,41,600,977,2,13,04/05/2016,2,29.72,,35.73647606,,,24,26,608.6
4,19/05/2016,49,8,41,312,978,2,11,05/05/2016,1,38.849,12.687,40.06592658,26.162,67.34278875,24,14,317.2
4,19/05/2016,49,8,41,312,978,2,11,05/05/2016,2,40.898,,47.93002565,,,24,14,317.2
4,19/05/2016,49,8,41,312,978,2,12,05/05/2016,1,43.865,13.936,48.89888586,29.929,68.22979597,24,14,317.2
4,19/05/2016,49,8,41,312,978,2,12,05/05/2016,2,37.532,,45.45928182,,,24,14,317.2
4,20/05/2016,49,8,41,192,979,2,11,11/05/2016,1,34.956,8.036,42.96947781,26.92,77.01109967,24,9,198.6
4,20/05/2016,49,8,41,192,979,2,11,11/05/2016,2,31.813,,40.72263571,,,24,9,198.6
4,20/05/2016,49,8,41,192,979,2,12,11/05/2016,1,33.613,7.527,41.72434864,26.086,77.60687829,24,9,198.6
4,20/05/2016,49,8,41,192,979,2,12,11/05/2016,2,33.017,,42.22921195,,,24,9,198.6
4,19/05/2016,49,8,41,120,980,2,12,14/05/2016,1,9.009,1.684,18.28410548,7.325,81.30758131,24,5,113.2
4,19/05/2016,49,8,41,120,980,2,12,14/05/2016,2,9.876,,19.35315806,,,24,5,113.2
4,19/05/2016,49,8,41,120,980,2,13,14/05/2016,1,10.16,1.793,18.93635781,8.367,82.35236221,24,5,113.2
4,19/05/2016,49,8,41,120,980,2,13,14/05/2016,2,9.783,,18.95940205,,,24,5,113.2
4,26/05/2016,49,8,41,408,981,2,11,08/05/2016,1,45.296,17.543,50.13225393,27.753,61.27031084,24,18,404.8
4,26/05/2016,49,8,41,408,981,2,11,08/05/2016,2,42.207,,46.73673453,,,24,18,404.8
4,26/05/2016,49,8,41,408,981,2,12,08/05/2016,1,49.314,21.135,53.15605963,28.179,57.14198808,24,18,404.8
4,26/05/2016,49,8,41,408,981,2,12,08/05/2016,2,33.345,,39.66114941,,,24,18,404.8
4,17/05/2016,49,8,41,120,984,2,11,12/05/2016,1,22.732,4.705,32.62779353,18.027,79.30230512,24,5,110.5
4,17/05/2016,49,8,41,120,984,2,11,12/05/2016,2,22.34,,30.73255267,,,24,5,110.5
2,16/02/2016,49,3,20,0,353,2,10,16/02/2016,2,2.502,,9.660548253,,,19,0,0
4,10/05/2016,49,7,40,0,894,2,12,10/05/2016,2,1.529,,10.08836967,,,19,0,0
4,18/05/2016,49,8,41,240,985,2,12,06/05/2016,1,41.774,12.697,47.19470294,29.077,69.60549624,24,12,247.2
4,18/05/2016,49,8,41,240,985,2,12,06/05/2016,2,34.949,,35.04893368,,,24,12,247.2
4,18/05/2016,49,8,41,240,985,2,13,06/05/2016,1,40.884,12.578,44.60026646,28.306,69.23490852,24,12,247.2
4,18/05/2016,49,8,41,240,985,2,13,06/05/2016,2,32.47,,37.1735668,,,24,12,247.2
4,15/06/2016,49,8,41,800,986,2,9,13/05/2016,1,33.412,30,33.42352635,3.412,10.21189992,24,33,799.9
4,15/06/2016,49,8,41,800,986,2,9,13/05/2016,2,27.105,,30.41007757,,,24,33,799.9
4,15/06/2016,49,8,41,800,986,2,10,13/05/2016,1,33.238,29.677,33.9506544,3.561,10.71364101,24,33,799.9
4,15/06/2016,49,8,41,800,986,2,10,13/05/2016,2,33.553,,34.96783116,,,24,33,799.9
4,12/05/2016,49,8,41,168,991,2,12,04/05/2016,1,35.97,9.09,47.70158705,26.88,74.72894078,24,8,165.9
4,12/05/2016,49,8,41,168,991,2,12,04/05/2016,2,34.989,,49.52408625,,,24,8,165.9
4,12/05/2016,49,8,41,168,991,2,13,04/05/2016,1,38.861,9.758,51.3996874,29.103,74.88999254,24,8,165.9
4,12/05/2016,49,8,41,168,991,2,13,09/05/2016,2,36.157,,51.39567971,,,24,3,165.9
4,18/05/2016,49,8,41,240,992,2,12,07/05/2016,1,46.531,14.383,55.96670306,32.148,69.08942426,24,11,247.2
4,18/05/2016,49,8,41,240,992,2,12,07/05/2016,2,46.2,,53.53153893,,,24,11,247.2
4,18/05/2016,49,8,41,240,992,2,13,07/05/2016,1,49.068,15.421,53.90016929,33.647,68.57218554,24,11,247.2
4,18/05/2016,49,8,41,240,992,2,13,07/05/2016,2,43.089,,47.81075639,,,24,11,247.2
4,31/05/2016,49,8,41,500,993,2,11,09/05/2016,1,51.455,24.437,53.10865252,27.018,52.50801671,24,22,502.5
4,31/05/2016,49,8,41,500,993,2,11,09/05/2016,2,40.135,,46.0735975,,,24,22,502.5
